facility_name,facility_type,full_address,latitude,longitude
SOUS-RÉGION DE ROUYN-NORANDA,Clinic,"26, rue monseigneur-rhéaume est, rouyn-noranda, qc, J9X 3J5",48.235607,-79.018775
MAISON LE PETIT BLANCHON,Other,"2720, rue claisse, québec, qc, G1P 3E4",46.816959999999995,-71.309093
CHSLD DE LA BELLE-RIVE,Other,"5320, boulevard gouin est, montréal, qc, H1G 1B4",45.613579,-73.63565200000001
Burns Manor,Other,"26, bromley ave, moncton, nb, J0S 1K0",46.09155355,-64.79623634
CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX AVELLIN-DALCOURT,Hospital,"450, 2e rue, louiseville, qc, J5V 1V3",46.254591,-72.928988
CENTRE D'HÉBERGEMENT DU BOISÉ SAINTE-THÉRÈSE,Other,"179, place fabien-drapeau, sainte-thérèse, qc, J7E 5W6",45.649163,-73.840924
CENTRE D'HÉBERGEMENT CHAMPLAIN-DE-GOUIN,Other,"4445, boulevard henri-bourassa est, montréal, qc, H1H 5M4",45.599557,-73.639994
CHSLD EUDORE-LABRIE,Other,"424, chemin principal, les îles-de-la-madeleine, qc, G4T 1C9",47.375741999999995,-61.867645
CENTRE DE RÉADAPTATION EN DÉPENDANCE DE SAINTE-AGATHE-DES-MONTS,Other,"233, rue saint-vincent, sainte-agathe-des-monts, qc, J8C 2B7",46.055099,-74.28729
TERRITOIRE JEAN-OLIVIER CHENIER,Other,"333, rue antonin-campeau, deux-montagnes, qc, J7R 0A2",45.544163,-73.907108
CENTRE DE RÉADAPTATION EN DÉPENDANCE DE SAINT-JÉRÔME,Other,"906, rue labelle, saint-jérôme, qc, J7Z 5M5",45.788665,-74.006185
CENTRE DE RÉADAPTATION EN DÉPENDANCE ANDRÉ-BOUDREAU,Other,"293, rue de villemure, saint-jérôme, qc, J7Z 5J5",45.776777,-74.001611
JOUJOU RÉCUP-R ET CLASSE D'ART,Clinic,"342, chemin de la grande-côte, saint-eustache, qc, J7P 1G3",45.576045,-73.86156
CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES ENVAHISSANTS DU DÉVELOPPMENT DE SAINT-EUSTACHE,Clinic,"356, chemin de la grande-côte, saint-eustache, qc, J7P 1G3",45.576017,-73.861622
Mazerolle Special Care Home Ltd.,Other,"448, gauvin rd, dieppe, nb, J0S 1K0",46.09155355,-64.79623634
CHSLD DE SAINTE-CATHERINE,Other,"3065, boulevard marie-victorin, sainte-catherine, qc, J5C 1Z3",45.400305,-73.543376
POINT DE SERVICE DE TÉMISCAMING-ET-DE-KIPAWA,Hospital,"180, rue anvik, témiscaming, qc, J0Z 3R0",46.725735,-79.094112
CENTRE DE RÉADAPTATION EN DÉPENDANCE DE LAVAL,Other,"312, boulevard cartier ouest, laval, qc, H7N 2J2",45.553919,-73.699979
CHSLD DE LAVAL,Other,"2805, boulevard chomedey, laval, qc, H7P 0C2",45.570861,-73.766552
CHSLD DE GRANBY,Other,"80, rue godue, granby, qc, J2J 2Z7",45.407470000000004,-72.762155
CHSLD ANGUS,Other,"3200, rue omer-lavallée, montréal, qc, H1Y 3P5",45.546543,-73.560624
CHSLD GÉRARD-HARBEC,Other,"780, rue saint-paul, farnham, qc, J2N 2K6",45.287054,-72.972032
CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE LA BAIE,Clinic,"3, rue monseigneur-dufour, saguenay, qc, G7B 4H5",48.337344,-70.889666
CENTRE DE SERVICES DE RÉADAPTATION EN DÉPENDANCE DE SAINT-RAYMOND,Other,"700, rue saint-cyrille, saint-raymond, qc, G3L 1W1",46.894933,-71.822153
CENTRE D'HÉBERGEMENT DE LA COLLINE,Other,"150, rue pinel, saguenay, qc, G7G 3N8",48.450035,-71.07616800000001
Residence Bellevue,Other,"36, chartersville rd, dieppe, nb, J0S 1K0",46.09155355,-64.79623634
CENTRE DE SANTE INUULITSIVIK,Hospital,"NA, chemin baie d'hudson, puvirnituq, qc, J0M 1P0",60.03765,-77.275795
CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLE DU SPECTRE DE L'AUTISME MARGUERITE-BOURGEOYS,Clinic,"1025, rue marguerite-bourgeoys, trois-rivières, qc, G8Z 3T1",46.355702,-72.569066
CHSLD ARGYLE - SAINT-LAMBERT,Other,"33, avenue argyle, saint-lambert, qc, J4P 3P5",45.501541,-73.514702
CHSLD DES MOULINS,Other,"751, rue marcel-de la sablonnière, terrebonne, qc, J6Y 0M4",45.687183000000005,-73.728643
CENTRE DE RÉADAPTATION EN DÉPENDANCE DE LA HAUTE-GASPÉSIE,Other,"52, rue du belvédère, sainte-anne-des-monts, qc, G4V 1X4",49.118662,-66.484914
CHSLD ÉMILE-MCDUFF,Other,"1440, boulevard iberville, repentigny, qc, J5Y 4G2",45.78809,-73.40758100000001
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION D'AHUNTSIC,Other,"9999, avenue larose, montréal, qc, H2B 2Y7",45.576681,-73.641182
CHSLD ANGELICA,Other,"3435, boulevard gouin est, montréal, qc, H1H 1B1",45.589941,-73.65133399999999
CENTRE DE SERVICES EXTERNES POUR LES AINÉS ANGELICA,Other,"3395, boulevard gouin est, montréal, qc, H1H 5L8",45.589328,-73.651589
CHSLD DE SAINT-JEAN-SUR-RICHELIEU,Other,"40, rue labrèche, saint-jean-sur-richelieu, qc, J3B 0J3",45.311578999999995,-73.261495
RESIDENCE DU MARAIS LTEE,Other,"371, amirault st, dieppe, nb, J0S 1K0",46.09155355,-64.79623634
CHSLD KASTNER,Other,"5750, rue lavoie, montréal, qc, H3W 3H5",45.494202,-73.632576
CENTRE DE SERVICES AMBULATOIRES EN SANTÉ MENTALE RENÉ-LAENNEC,Hospital,"2008, boulevard rené-laennec, laval, qc, H7M 4J8",45.608722,-73.720252
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE SAINTE-FOY,Other,"1618, chemin sainte-foy, québec, qc, G1S 2P4",46.792081,-71.261302
CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE SAINTE-MARIE,Clinic,"1066, boulevard vachon nord, sainte-marie, qc, G6E 1M6",46.453424,-71.034006
CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,Other,"1795, chemin du lac-écho, prévost, qc, J0R 1T0",45.879309,-74.012149
CHSLD HOPE,Other,"5725, avenue victoria, montréal, qc, H3W 3H6",45.492983,-73.63376099999999
CENTRE D'HÉBERGEMENT DE PLESSISVILLE,Other,"1340, rue cormier, plessisville, qc, G6L 0G1",46.216402,-71.778544
CENTRE DE RÉADAPTATION EN DÉPENDANCE DE SALABERRY-DE-VALLEYFIELD,Other,"11, rue de l'église, salaberry-de-valleyfield, qc, J6T 1J5",45.255165000000005,-74.134835
FOYER DE GROUPE DE KUUJJUARAAPIK,Other,"NA, kuujjuaraapik road, kuujjuarapik, qc, J0M 1G0",55.275674,-77.765084
FOYER DE GROUPE DE KUUJJUAQ,Other,"NA, NA, kuujjuaq, qc, J0M 1C0",58.10704200000001,-68.405252
Residence Moncton - Aile Centennaire,Other,"270, john st, moncton, nb, J0S 1K0",46.09155355,-64.79623634
CENTRE D'ACCEUIL LE PROGRAMME DE PORTAGE,Other,"7, avenue frontenac, pointe-claire, qc, H9R 4Z7",45.469046,-73.828369
UNITÉ DE VIE MISTISSINI,Other,"282, rue main, mistissini, qc, G0W 1C0",50.414947999999995,-73.862656
CENTRE DE SERVICES AMBULATOIRES DE SOINS PSYCHIATRIQUES DE MERCIER-OUEST,Hospital,"6850, rue sherbrooke est, montréal, qc, H1N 1E1",45.584868,-73.541394
PROGRAMME DE RECHERCHE CLINIQUE CHUM-IRCM,Hospital,"120, avenue des pins ouest, montréal, qc, H2W 2T2",45.513448,-73.576203
FOYER DE GROUPE UPAACHIKUSH,Other,"96, rue riverside, mistissini, qc, G0W 1C0",50.420707,-73.87625
FOYER DE GROUPE WEESAPOU,Other,"17, rue fort george, chisasibi, qc, J0M 1E0",53.782219999999995,-78.897998
ULLURIAQ,Other,"NA, NA, inukjuak, qc, J0M 1M0",58.462518,-78.104796
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION CHAMBORD,Other,"2574, boulevard pie-ix, montréal, qc, H1V 2E7",45.552669,-73.549624
CASIS SAINTE-MARGUERITE,Other,"66, au pied-de-la-côte, saint-sauveur, qc, J0R 1R5",45.889729,-74.162798
CENTRE DE RÉADAPTATION EN DÉPENDANCE SAINT-ANTOINE,Other,"299, 5e rue, saint-jérôme, qc, J7Z 6Y3",45.763955,-73.997287
RÉSIDENCE OASIS RESIDENCE INC,Other,"855, amirault st, dieppe, nb, J0S 1K0",46.09155355,-64.79623634
CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE BOULEVARD CARTIER,Clinic,"560, boulevard cartier, laval, qc, H7V 1J1",45.543726,-73.723435
FOYER DE GROUPE 15E RUE,Other,"210, 15e rue, laval, qc, H7N 2J2",45.556106,-73.695261
CENTRE DE RÉADAPTATION EN DÉPENDANCE BIENVILLE,Other,"2255, rue bienville, laval, qc, H7H 3C9",45.654149,-73.748253
CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES ENVAHISSANTS DU DÉVELOPPEMENT ORMSTOWN,Clinic,"31, rue hector, ormstown, qc, J0S 1K0",45.127883,-74.000692
HÔPITAL DE RÉADAPTATION LINDSAY,Hospital,"6363, chemin hudson, montréal, qc, H3S 1M9",45.507064,-73.629478
CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,Other,"150, rue saint-joseph est, québec, qc, G1K 3A7",46.812786,-71.22946800000001
FOYER DE GROUPE DE SAINT-GABRIEL-DE-VALCARTIER,Other,"1895, boulevard valcartier, saint-gabriel-de-valcartier, qc, G0A 4S0",46.946704,-71.486307
CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE MAB,Clinic,"7000, rue sherbrooke ouest, montréal, qc, H4B 1R3",45.458960999999995,-73.635698
CHSLD VALEO,Other,"700, rue docteur-chevrier, saint-lambert, qc, J4P 0A4",45.509559,-73.501699
CHSLD DU PONTIAC,Other,"295, rue allan black, shawville, qc, J0X 2Y0",45.60565,-76.485157
RESIDENCE REINE DE LA PAIX,Other,"700, champlain st, dieppe, nb, J0S 1K0",46.09155355,-64.79623634
CENTRE D'ACTIVITÉS DE JOUR DES CARRIÈRES,Clinic,"7701, 17e avenue, montréal, qc, H2A 2S4",45.56624,-73.60146999999999
CENTRE DE JOUR MAB-MACKAY,Other,"7000, rue sherbrooke ouest, montréal, qc, H4B 1R3",45.458960999999995,-73.635698
CHSLD AU CUR-DE-LA-VIE,Other,"325, rue barrette, saint-jérôme, qc, J7Y 0J8",45.777489,-74.014377
CENTRE D'HÉBERGEMENT DE BAIE-SAINT-PAUL,Other,"92, rue racine, baie-saint-paul, qc, G3Z 0K8",47.439419,-70.511909
CHSLD EN SANTÉ MENTALE DE LACHINE,Other,"3320, rue notre-dame, montréal, qc, H8T 1W8",45.434861,-73.693135
CHSLD DE CHAUFFAILLES,Other,"60, rue de chauffailles, rivière-du-loup, qc, G5R 4V6",47.81721,-69.539113
CHSLD DES SEIGNEURS,Other,"36, rue des seigneurs, boucherville, qc, J4B 5Z8",45.607587,-73.45417900000001
CENTRE DE SERVICES EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES ENVAHISSANTS DU DÉVELOPPEMENT GARRY-TAYLOR,Clinic,"231, avenue elm, beaconsfield, qc, H9W 2E2",45.432783,-73.860349
CHSLD LOUISE-FAUBERT,Other,"300, rue du docteur-charles-léonard, saint-jérôme, qc, J7Y 0N2",45.762718,-74.001166
Residence Virginia Inc,Other,"175, virginia ave, dieppe, nb, J0S 1K0",46.09155355,-64.79623634
CHSLD DE SAINT-JÉRÔME,Other,"200, rue rolland, saint-jérôme, qc, J7Z 5S2",45.766683,-74.003437
CHSLD MARGUERITE-ROCHELEAU,Other,"8105, boulevard cousineau, longueuil, qc, J3Y 9K8",45.477346999999995,-73.382499
CHSLD MICHÈLE-BOHEC,Other,"1350, boulevard michèle-bohec, blainville, qc, J7C 5S4",45.67751,-73.907543
CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE REPENTIGNY,Other,"29, boulevard brien, repentigny, qc, J6A 4R9",45.740724,-73.446075
CHSLD BORÉAL,Other,"100, 3e rue, chibougamau, qc, G8P 0C4",49.914328000000005,-74.350346
CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MONT-LAURIER,Hospital,"757, rue de la madone, mont-laurier, qc, J9L 1T2",46.556419,-75.494855
CHSLD SYLVIE-LESPÉRANCE,Other,"200, rue marie-curie, saint-charles-borromée, qc, J6E 0W9",46.035872999999995,-73.458943
CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION FREEMAN,Other,"155, chemin freeman, gatineau, qc, J8Z 2A7",45.472326,-75.74335
CENTRE DE SERVICES EXTERNES POUR LES AÎNÉS DE GATINEAU,Other,"455, montée paiement, gatineau, qc, J8P 0B1",45.493231,-75.67710699999999
CHSLD DE SEPT-ÎLES,Other,"540, avenue franquelin, sept-îles, qc, G4R 2M1",50.210862,-66.383271
Residence Austin Inc,Other,"620, latour st, dieppe, nb, J0S 1K0",46.09155355,-64.79623634
CENTRE D'HÉBERGEMENT ET DE SOINS DE LONGUE DURÉE L.-B.-DESJARDINS,Other,"55, avenue hochar, saint-sauveur, qc, J0R 1R6",45.88919,-74.15699000000001
CHSLD DES PATRIOTES,Other,"787, boulevard arthur-sauvé, saint-eustache, qc, J7P 0A1",45.582065,-73.921289
CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME ANDRÉ-WINGEN,Clinic,"20, avenue côté, montmagny, qc, G5V 1Z9",46.987552,-70.54077099999999
CHSLD DE BLAINVILLE,Other,"1352, boulevard michèle-bohec, blainville, qc, J7C 5S4",45.676765,-73.905574
CHSLD DE SAINTE-ADÈLE,Other,"249, boulevard sainte-adèle, sainte-adèle, qc, J8B 1A9",45.934208,-74.13584499999999
FOYER DE GROUPE EN DÉFICIENCE PHYSIQUE DE LONGUEUIL,Clinic,"225, rue saint-laurent est, longueuil, qc, J4H 1L2",45.541809,-73.502663
GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE LAURIER,Hospital,"2875, boulevard laurier, québec, qc, G1V 2M2",46.765936,-71.289344
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DU PARC,Other,"2010, rue limoges, longueuil, qc, J4G 1C3",45.569783,-73.480551
CHSLD SOULANGES,Other,"209, route 338, coteau-du-lac, qc, J0P 1B0",45.293634999999995,-74.18190799999999
CHSLD ARGYLE - POINTE-CLAIRE,Other,"300, avenue stilview, pointe-claire, qc, H9R 0A1",45.452132,-73.835837
Salvus Clinic,Clinic,"22, church street, moncton, nb, J0S 1K0",46.08895845,-64.77899273
"Shannex Rlc Limited, Canterbury Hall",Other,"824, coverdale rd, riverview, nb, J0S 1K0",46.09155355,-64.79623634
CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE SAINTE-MARGUERITE,Clinic,"3470, rue sainte-marguerite, trois-rivières, qc, G8Z 1X3",46.344522999999995,-72.577024
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION ARCAND,Other,"325, rue arcand, trois-rivières, qc, G8T 6R1",46.369104,-72.526308
CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE ROSEMÈRE,Clinic,"138 A, chemin de la grande-côte, rosemère, qc, J7A 1H3",45.624697999999995,-73.80126800000001
CHSLD ARGYLE - LONGUEUIL,Other,"1205, chemin du tremblay, longueuil, qc, J4N 1R4",45.537299,-73.463994
CENTRE D'HÉBERGEMENT TEMPORAIRE - HÔTEL COURTYARD MARRIOTT,Other,"7000, place robert-joncas, montréal, qc, H4M 2Z5",45.493005,-73.699931
HÔTEL PLAZA VALLEYFIELD,Other,"40, avenue centenaire, salaberry-de-valleyfield, qc, J6S 3L6",45.258887,-74.12898
CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE NICOLET,Clinic,"1277, rue saint-jean-baptiste, nicolet, qc, J3T 1W4",46.234327,-72.635052
CENTRE D'HÉBERGEMENT TEMPORAIRE DE NICOLET - ÉCOLE DE POLICE DE NICOLET,Other,"350, rue marguerite-d'youville, nicolet, qc, J3T 1X4",45.879718,-72.48047199999999
HÔTEL SAPA,Other,"1415, rue saint-hubert, montréal, qc, H2L 3Y9",45.516113,-73.55924300000001
HÔTEL MONTRÉAL MÉTROPOLITAIN - BEST WESTERN PREMIER COLLECTION,Other,"3400, crémazie est, montréal, qc, H2A 1A6",45.564483,-73.604169
Camden Park Terrace,Other,"55, camden cres, moncton, nb, J0S 1K0",46.09155355,-64.79623634
CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLE DU SPECTRE DE L'AUTISME HARMONIE,Clinic,"271, 207e rue, shawinigan, qc, G9T 7A1",46.623593,-72.66172399999999
CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION VILLE-JOIE,Other,"11 441, rue notre-dame-ouest, trois-rivières, qc, G9B 6W5",46.282137,-72.678275
CENTRE COMMUNAUTAIRE DE LAUSANNE,Clinic,"455, rue de lausanne, laval, qc, H7M 0B4",45.618758,-73.71923199999999
MAISON M & J COUTU,Clinic,"425, place jean coutu, laval, qc, H7H 3C8",45.653221,-73.74712
CENTRE D'HÉBERGEMENT DESCHÊNES,Other,"1841, rue deschênes, saguenay, qc, G7S 4K6",48.430721000000005,-71.195155
CENTRE D'HÉBERGEMENT DE LA MAISON-SAINT-JOSEPH,Other,"5605, rue beaubien est, montréal, qc, H1T 1X4",45.578926,-73.56745699999999
GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE SAINT-CHARLES-BORROMÉE,Hospital,"50, chemin du golf ouest, saint-charles-borromée, qc, J6E 2B4",46.040318,-73.45370799999999
CHSLD GEORGES-PHANEUF,Other,"230, rue jacques-cartier nord, saint-jean-sur-richelieu, qc, J3B 6T4",45.307006,-73.254172
CENTRE D'HÉBERGEMENT DE VERDUN,Other,"5500, boulevard lasalle, montréal, qc, H4H 1N9",45.452434999999994,-73.566034
CENTRE D'HÉBERGEMENT DE SAINTE-ÉLISABETH,Other,"2410, rue principale, sainte-élisabeth, qc, J0K 2J0",46.096378,-73.35351800000001
Shar's Care,Other,"53, weldon st, moncton, nb, J0S 1K0",46.09155355,-64.79623634
CHSLD BOISVERT,Other,"70, avenue mance, baie-comeau, qc, G4Z 1M9",49.219027,-68.150751
RÉSIDENCE DES FILLES ET/OU GARÇONS (HAVRE-JEUNESSE),Other,"1019, avenue moffat, montréal, qc, H4H 1Z1",45.450547,-73.578126
RÉSIDENCE DES GARÇONS ET/OU FILLES (HAVRE-JEUNESSE),Other,"4360, boulevard lasalle, montréal, qc, H4G 2A8",45.460185,-73.562719
CHSLD DE LA PETITE-PATRIE,Other,"6767, rue cartier, montréal, qc, H2G 3G2",45.546211,-73.600575
CENTRE D'HÉBERGEMENT LOUIS-HÉBERT,Other,"1550, rue de la pointe-aux-lièvres, québec, qc, G1L 4M8",46.824311,-71.244049
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION SAINT-LOUIS,Other,"1560, chemin saint-louis, québec, qc, G1S 1G2",46.788049,-71.247793
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DU PARC-PLEAU,Other,"12, rue du parc-pleau, québec, qc, G2A 1S2",46.852089,-71.362324
CENTRE DE SERVICES AMBULATOIRES EN PÉDOPSYCHIATRIE DE REPENTIGNY,Hospital,"465, rue notre-dame, repentigny, qc, J6A 2T3",45.739686,-73.446173
FOYER DE GROUPE ODYSSEY,Other,"4840, boulevard cavendish, montréal, qc, H4V 2R3",45.467911,-73.638966
FOYER DE GROUPE MAISONNEUVE,Other,"4331, boulevard de maisonneuve ouest, westmount, qc, H3Z 1L2",45.484614,-73.592578
Shar's Care Ii,Other,"72, botsford st, moncton, nb, J0S 1K0",46.09155355,-64.79623634
FOYER DE GROUPE COUVRETTE,Other,"1782, rue couvrette, montréal, qc, H4L 4T8",45.52778,-73.684872
FOYER DE GROUPE RUDEL,Other,"5475, chemin de la côte-saint-antoine, montréal, qc, H4A 1R1",45.47437,-73.61538399999999
FOYER DE GROUPE SAINT-JAMES,Other,"6151, rue saint-jacques, montréal, qc, H4B 1T7",45.464345,-73.616309
FOYER DE GROUPE BOURBONNIÈRE,Other,"7587, boulevard lasalle, montréal, qc, H8P 1X9",45.431632,-73.590855
CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE CHARTRAND,Clinic,"12785, rue chartrand, montréal, qc, H1G 6G1",45.624966,-73.62400799999999
FOYER DE GROUPE POUR LES MÈRES ET LEURS ENFANTS CHRISTOPHE-COLOMB,Other,"7550, avenue christophe-colomb, montréal, qc, H2R 2S7",45.544736,-73.617885
CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,Other,"865, place richmond, montréal, qc, H3J 1V8",45.491836,-73.572509
ATELIER LE SEPT DE TRÈFLE,Clinic,"6435, rue notre-dame, lac-mégantic, qc, G6B 2M9",45.570856,-70.87535600000001
HÔPITAL GÉNÉRAL JUIF,Hospital,"4335, chemin de la côte-sainte-catherin, montréal, qc, H3T 1E4",45.495761,-73.630634
CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DES SOURCES,Clinic,"200, rue letendre, asbestos, qc, J1T 1E3",45.777935,-71.966623
the Kenneth e. Spencer Nursing Home Inc.,Other,"35, atlantic baptist ave, moncton, nb, J0S 1K0",46.09155355,-64.79623634
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION MORGAN,Other,"1482, avenue morgan, montréal, qc, H1V 2P7",45.551834,-73.535033
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION MEILLEUR,Other,"10160, rue meilleur, montréal, qc, H3L 3J8",45.540596,-73.667777
CENTRE D'ACCUEIL DANTE,Other,"6887, rue châtelain, montréal, qc, H1T 3X7",45.580064,-73.573278
CHSLD ALFRED-DESROCHERS,Other,"5325, avenue victoria, montréal, qc, H3W 2P2",45.490672000000004,-73.627509
CHSLD MARIE-BERTHE-COUTURE,Other,"230, rue davignon, granby, qc, J2G 9B1",45.412446,-72.722651
CHSLD MARIE-ROLLET,Other,"5003, rue saint-zotique est, montréal, qc, H1T 1N6",45.573341,-73.575818
CENTRE D'HÉBERGEMENT ERNEST-ROUTHIER,Other,"2110, rue wolfe, montréal, qc, H2L 4V4",45.521185,-73.564425
CENTRE D'HÉBERGEMENT MGR-VICTOR-TREMBLAY,Other,"1236, rue d'angoulème, saguenay, qc, G7H 6P9",48.408669,-71.07311800000001
CHSLD GERTRUDE-LAFRANCE,Other,"150, boulevard saint-luc, saint-jean-sur-richelieu, qc, J3A 1G2",45.340084999999995,-73.280874
CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,Hospital,"5757, avenue decelles, montréal, qc, H3S 2C3",45.501148,-73.626124
Shannex Rlc Ltd. - Monarch Hall,Other,"826, coverdale rd, riverview, nb, J0S 1K0",46.09155355,-64.79623634
CENTRE D'HÉBERGEMENT LA PINIÈRE,Other,"4895, rue saint-joseph, laval, qc, H7C 1H6",45.611286,-73.649495
CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION LA TRAVERSÉE,Other,"456, boulevard alexandre-taché, gatineau, qc, J9A 1M7",45.421347,-75.749652
CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION JEAN-EUDES-MORIN,Other,"454, boulevard alexandre-taché, gatineau, qc, J9A 1M7",45.421708,-75.74971500000001
CENTRE D'HÉBERGEMENT SAINT-EUSÈBE,Other,"585, boulevard manseau, joliette, qc, J6E 3E5",46.023313,-73.441489
CENTRE D'HÉBERGEMENT DES CHUTES,Other,"700, boulevard des chutes, québec, qc, G1E 2B7",46.857107,-71.187831
CENTRE D'HÉBERGEMENT YVONNE-SYLVAIN,Other,"3365, rue guimont, québec, qc, G1E 2H1",46.854271999999995,-71.209709
CHSLD FRANÇOIS-SÉGUENOT,Other,"13950, rue notre-dame est, montréal, qc, H1A 1T5",45.666872999999995,-73.493525
SOUS-RÉGION DE LA SARRE,Clinic,"74, 8e avenue est, la sarre, qc, J9Z 1N6",48.801134999999995,-79.200907
CHSLD ROBERT-CLICHE,Other,"3730, rue de bellechasse, montréal, qc, H1X 3E5",45.557575,-73.578767
CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE REPENTIGNY,Clinic,"625, rue leclerc, repentigny, qc, J6A 2E4",45.754359,-73.444611
the Salvation Army Lakeview Manor,Other,"50, suffolk st, riverview, nb, J0S 1K0",46.09155355,-64.79623634
PAVILLON FERNAND-SÉGUIN,Hospital,"7331, rue hochelaga, montréal, qc, H1N 3V2",45.586219,-73.527287
CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SEPT-ÎLES,Hospital,"531, avenue gamache, sept-îles, qc, G4R 2J1",50.211092,-66.382832
CHSLD VAL-JOLI,Other,"1425, rue notre-dame, saint-césaire, qc, J0L 1T0",45.407654,-73.001581
CHSLD SAINT-JOSEPH,Other,"100, rue martel, chambly, qc, J3L 1V3",45.450609,-73.291568
CHSLD PAUL-GOUIN,Other,"5900, rue de saint-vallier, montréal, qc, H2S 2P3",45.532156,-73.599755
CENTRE D'ACTIVITÉS DE JOUR SUD-OUEST,Clinic,"2027, rue lapierre, montréal, qc, H8N 1B1",45.4371,-73.61438199999999
ATELIER DE TRAVAIL EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE L'AÉROPORT,Clinic,"640, route de l'aéroport, roberval, qc, G8H 2M9",48.528958,-72.25233399999999
FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE SAINT-ROMUALD,Other,"253, rue garnier, lévis, qc, G6W 3N7",46.749831,-71.246677
CHSLD JUDITH-JASMIN,Other,"8850, rue bisaillon, montréal, qc, H1K 4N2",45.606414,-73.529723
CENTRE D'HÉBERGEMENT HENRI-BRADET,Other,"6465, avenue chester, montréal, qc, H4V 2Z8",45.471978,-73.645064
VILLA DU REPOS INC,Other,"125, murphy ave, moncton, nb, J0S 1K0",46.09155355,-64.79623634
CHSLD PAUL-LIZOTTE,Other,"6850, boulevard gouin est, montréal, qc, H1G 6L7",45.627464,-73.620514
CAMPUS PRÉVOST,Other,"3065, boulevard du curé-labelle, prévost, qc, J0R 1T0",45.878062,-74.08557900000001
CLSC - URGENCE-MINEURE - CENTRE D'HÉBERGEMENT DE WINDSOR,Hospital,"23, rue ambroise-dearden, windsor, qc, J1S 1G8",45.570842,-72.00498499999999
CAMPUS DORVAL,Other,"825, avenue dawson, dorval, qc, H9S 1X4",45.441992,-73.742277
FOYER DE GROUPE TOBIN HOUSE,Other,"413, avenue wolseley, montréal-ouest, qc, H4X 1W4",45.456358,-73.657599
